id,feed_id,title,link,description,published_at,is_read,is_favorite,video_id,duration,view_count,thumbnail,created_at,is_read_later
0ef29d81-86c7-4c61-8f4d-0a23fc47a24e,273f8114-8dab-4186-9c35-2aacf93b38d1,"Best Buy is following Walmart’s lead, yanking Amazon's playbook",https://qz.com/best-buy-amazon-walmart-third-party-sellers-trump-tarif-1851768083,,2025-03-06 19:30:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
0fb4474f-8cf0-4b4e-a89b-8531392dc8f6,273f8114-8dab-4186-9c35-2aacf93b38d1,The 5 most popular cities in America for business trips,https://qz.com/best-most-popular-us-cities-for-business-trips-1851767490,,2025-03-07 10:00:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
1193013b-7846-4dab-9501-7296bcb64506,273f8114-8dab-4186-9c35-2aacf93b38d1,Google now lets you delete your personal information from search. Here's how,https://qz.com/delete-your-personal-information-from-google-search-1851766759,,2025-02-27 16:13:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
1a947d08-3e2a-49f1-9e5f-4b9bee4a0085,273f8114-8dab-4186-9c35-2aacf93b38d1,Just 3 of Nvidia's customers made up more than 30% of its revenue last year,https://qz.com/nvidia-customers-yearly-revenue-fiscal-2025-ai-chips-1851766838,,2025-02-27 21:57:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
1d1e2489-4643-406c-86c6-f2bcb096f0a1,273f8114-8dab-4186-9c35-2aacf93b38d1,Moderna's bird flu vaccine has a problem,https://qz.com/moderna-bird-flu-vaccine-contract-in-jeopardy-1851766718,,2025-02-27 13:42:55+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
2087a82b-3b21-40ed-bc9c-93a42e8f0404,1fe1032e-91fd-4540-b54b-5308b7c4eacf,"JavaScript Adam’la Yapay Zeka nedir, nasıl yapılır? [CANLI] 2 Kasım Cumartesi",https://www.youtube.com/watch?v=p-w7lNoLWlU,"Umarım herkes güzel bir yaz geçirmiştir! Artık kışa girerken bir araya gelme vakti bu Cumartesi. Hazır yeni bir AI kursu vermiş ve Londra’da OpenAI DevDay’e katılmışken yapay zeka üzerine konuşalım istedim. Konuşulacak çok şey var çocuklar…

Daha fazla içerik için https://www.nimble.dev adresini ziyaret edebilirsiniz.",2024-11-03 00:00:59+00,false,false,p-w7lNoLWlU,,,https://i.ytimg.com/vi/p-w7lNoLWlU/mqdefault.jpg,2025-03-01 09:45:17.748337+00,false
28fb71ea-e464-4643-8029-dffbd8afbb75,273f8114-8dab-4186-9c35-2aacf93b38d1,Nvidia shows Big Tech's AI spending spree is still going strong,https://qz.com/big-tech-ai-spending-nvidia-earnings-data-center-chips-1851766726,,2025-02-27 15:59:10+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
2b85c9ca-cc1b-4b10-a197-bc7cabac1576,273f8114-8dab-4186-9c35-2aacf93b38d1,The labor market is getting softer. Bosses are using that to bring workers back to the office,https://qz.com/ceos-rto-labor-market-jobs-hiring-1851768425,,2025-03-07 16:43:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
2c7658a4-9195-4642-a5fd-6e2a67b673e9,273f8114-8dab-4186-9c35-2aacf93b38d1,6 big companies ditching DEI — and 6 that are sticking with it,https://qz.com/dei-companies-trump-target-apple-costco-goldman-citi-1851766804,,2025-02-28 10:00:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
2cb5f1ae-391b-4439-aae9-41a7d3e89910,1fe1032e-91fd-4540-b54b-5308b7c4eacf,"Yapay Zeka Aracları ve Uygulamaları: LLM'ler, Kod Kalitesi, Content Repurposing, CrewAI ve Dahası",https://www.youtube.com/watch?v=mgoTQ2IFWKM,"Bu video 2024.11.02 tarihli ""JavaScript Adam’la Yapay Zeka nedir, nasıl yapılır?"" adlı yayının 00:32:00 - 05:30:16 süreleri arasından alınıp düzenlenmiştir.

🕐 Videodaki Bölümler
00:00 Local LLM Kullanmak Mantıklı mı?
00:08 Content Repurposing Projemiz Var
01:52 AI ile Yazılan Kodların Kod Kalitesi Düşük mü?
05:08 Tree of Thoughts
05:47 Paranızı CrewAI, LangChain ve AutoGen'e Kaptırmayın
06:45 İngilizce LLM İçin En Doğru Dil Olmayabilir
09:04 Bolt.new ve Cofounder Gibi Code Agent'lar Hakkında Ne Düşünüyorsun?
09:21 Computer Vision'ın Geleceğini Nasıl Görüyorsun?
10:12 Ses İşleme Üzerine Çalışmak İstiyorum. Ne Yapmalıyım?

Yayına ulaşmak için: https://www.youtube.com/watch?v=p-w7lNoLWlU

Daha fazla içerik için https://www.nimble.dev adresini ziyaret edebilirsiniz.",2025-01-24 14:01:01+00,false,false,mgoTQ2IFWKM,,,https://i.ytimg.com/vi/mgoTQ2IFWKM/mqdefault.jpg,2025-03-01 09:45:17.748337+00,false
2cec7d05-20bb-442f-bbc9-982eec3fd9ab,273f8114-8dab-4186-9c35-2aacf93b38d1,"Nvidia, Broadcom, HPE, Walgreens, Costco: Stocks to watch today",https://qz.com/nvidia-broadcom-costco-walgreens-stocks-to-watch-today-1851768374,,2025-03-07 21:05:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
2d9b02ce-b002-449c-9144-be42c6e41917,188992d0-7d48-4120-987b-87477bf511a2,New video from Afelioss,https://www.youtube.com/watch?v=VsxspNLWOBI,,2025-03-08 18:53:05.911+00,false,false,,,,https://i.ytimg.com/vi/VsxspNLWOBI/hqdefault.jpg,2025-03-08 18:53:05.101527+00,false
332b0e43-1140-44ef-a389-e0531b911977,1fe1032e-91fd-4540-b54b-5308b7c4eacf,"Yapay Zeka ve Kariyer: Yazılım, NLP, ML, İstatistik, PhD, Solopreneur Unicorn ve Dahası",https://www.youtube.com/watch?v=nWEjOTa0OXE,"Bu video 2024.11.02 tarihli ""JavaScript Adam’la Yapay Zeka nedir, nasıl yapılır?"" adlı yayının 00:29:12 - 04:38:19 süreleri arasından alınıp düzenlenmiştir.

🕐 Videodaki Bölümler
00:00 Yazılıma AI Döneminde Başlanır mı?
01:53 Robotik, NLP, ML Alanlarından Hangisinde Geliştirme Yapmalıyım?
02:12 İstatistik Bilmeden Yapay Zeka İşinden Anlamazsın
05:51 PhD Çok Büyük Bir Mevzu Değil
06:33 Tek Kişilik Unicornlar Göreceğiz Fikrine Katılıyor musun?

Yayına ulaşmak için: https://www.youtube.com/watch?v=p-w7lNoLWlU

Daha fazla içerik için https://www.nimble.dev adresini ziyaret edebilirsiniz.",2025-02-01 15:02:46+00,false,false,nWEjOTa0OXE,,,https://i.ytimg.com/vi/nWEjOTa0OXE/mqdefault.jpg,2025-03-01 09:45:17.748337+00,false
33fc0f97-db28-4444-bff7-9617b286a33f,188992d0-7d48-4120-987b-87477bf511a2,FARFO - HOLY DRAMASI TÜM PERSPEKTİFLER | LOL YAYIN ANLARI 104,https://www.youtube.com/watch?v=BEetxCX1urk,"LOL Yayın Anları derlemesinin yeni bölümüne hoş geldiniz! İzlediğiniz için teşekkürler, abone olmayı unutmayınız...
Telif hakkı ve kaldırtmak istediğiniz içerikler için ; afeliosskk@gmail.com
En uygun, en hızlı RP'nin adresi : https://www.sonteklif.com/yayinci/Afelioss #İşbirliği #Reklam #Sponsor 
Discord, klip paylaşımı ve sohbet için; https://discord.gg/fAzUaR9fcE
Instagram: https://www.instagram.com/afelioss/
Twitter: https://x.com/azizafelioss

Intro: https://youtu.be/4R8EDBkjcZQ?si=S_1vDcaOoZivfF9h
Outro: https://www.youtube.com/watch?v=vD3CcxkZwbY

00:00 Naru - DRAMA
00:11 Holyphoenix, Jahrein, Closer  - DRAMA
01:37 Closer, Farfetch, Telch - DRAMA
04:15 Holyphoenix Telch - DRAMA
07:13 Holyphoenix - Farfetch son konuşması
09:23 Intro
09:29 Closer
09:55 Crystal
10:18 Fabfab
10:59 Bolulu
11:24 Hansuo
11:55 Malkoç
12:11 Naru hatırladı
13:01 Zedxsmurf
13:48 Zeitnot
14:23 Crystal
14:37 Fabfab
14:53 Bolulu
15:09 Hansuo
15:35 Holyphoenix
15:55 Malkoç
16:18 Naru
16:57 Revanche
17:20 Zedxsmurf
17:50 Zeitnot
18:15 Closer
18:43 Crystal
19:03 Fabfab
19:22 Malkoç
19:36 Outro
19:49 Naru (seninle kim kapışır)
21:35 Teşekkürler
21:46 Hayat






























































#zeitnot
#leagueoflegends 
#leagueoflegendstürkiye 
#loltr 
#loltürkiye 
#lolvideoları
#lillia 
#lolmontage 
#loloynanış 
#lolplays 
#lolclips 
#esports 
#outplayed 
#lolrage 
#holyphoenixlol 
#zedxsmurf 
#gosu 
#crystal
#closer 
#uthenera
#naru
#ebonivonizliyor 
#archelaus 

Intro ve outro için ilham aldığım kanal ;  @hmmcik",2025-02-06 15:33:20+00,false,false,BEetxCX1urk,,,https://i.ytimg.com/vi/BEetxCX1urk/mqdefault.jpg,2025-03-01 09:51:04.62904+00,false
35537906-248b-4483-98da-1a0c63bec00e,188992d0-7d48-4120-987b-87477bf511a2,New video from Afelioss,https://www.youtube.com/watch?v=Aszj7AWbzXI,,2025-03-08 18:53:05.911+00,false,false,,,,https://i.ytimg.com/vi/Aszj7AWbzXI/hqdefault.jpg,2025-03-08 18:53:05.101527+00,false
3741edda-b5a8-40a5-8113-bfd016a9c9d4,273f8114-8dab-4186-9c35-2aacf93b38d1,"Jeff Bezos' Blue Origin is flying Katy Perry, Lauren Sanchez, and 4 other women into space",https://qz.com/bezos-blue-origin-fly-katy-perry-lauren-sanchez-space-1851766764,,2025-02-27 15:47:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
378ee89f-22b2-4e06-9832-df2031580627,273f8114-8dab-4186-9c35-2aacf93b38d1,"From Ariana Grande to Timothée Chalamet, see the luxurious homes owned by this year's Oscar nominees",https://qz.com/ariana-grande-timothee-chalamet-zoe-saldana-oscars-home-1851765949,,2025-02-28 10:00:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
381f4833-6233-4856-87da-26fa55bc7d10,273f8114-8dab-4186-9c35-2aacf93b38d1,It's not just DeepSeek: 8 of China's top AI chatbots,https://qz.com/deepseek-yuanbao-doubao-ai-chatbots-china-tencent-baidu-1851767861,,2025-03-06 11:00:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
419e4513-1b36-425e-b2c4-149261ed7051,273f8114-8dab-4186-9c35-2aacf93b38d1,Dogecoin fan Elon Musk says ‘don’t bet the farm’ on meme coins,https://qz.com/elon-musk-doge-memecoin-crypto-joe-rogan-sec-trump-1851767112,,2025-02-28 21:14:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,true
45b1799f-6cdc-4cf7-849d-b0660482f02a,273f8114-8dab-4186-9c35-2aacf93b38d1,"Nvidia stock nosedives, Bitcoin bleeds, and the Trump bump is over: Markets news roundup",https://qz.com/nvidia-stock-bitcoin-price-trump-crypto-stagflation-1851768468,,2025-03-08 14:00:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
48fb445c-1c20-4091-89d0-ebc0e69b6fbd,273f8114-8dab-4186-9c35-2aacf93b38d1,Amazon executives trash talk Microsoft's big quantum computing breakthrough,https://qz.com/amazon-executive-doubt-microsoft-quantum-computing-chip-1851768401,,2025-03-07 18:57:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
4a429082-677d-4784-b232-6bf08828f904,273f8114-8dab-4186-9c35-2aacf93b38d1,Generic brand groceries are winning big as inflation makes a comeback,https://qz.com/inflation-groceries-generic-brands-walmart-restaurants-1851766829,,2025-02-27 19:04:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
4b167e20-380f-404e-acb2-b5fa2fa5579a,273f8114-8dab-4186-9c35-2aacf93b38d1,"Trump's trade war, 'gold' visas for the rich, and scrambling on egg prices: Politics news roundup",https://qz.com/trump-tariff-gold-visa-rich-egg-prices-apple-economoy-1851767010,,2025-02-28 16:24:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
4b4e5c12-77a5-4bf0-9ef8-eba86b65623c,cb128b88-b87f-44e5-9a5d-59a4fb1d6ab2,İnsülin - Merak Edilen 10 Soruyu Kafanızdan Siliyorum,https://www.youtube.com/watch?v=FitQT_Q1piQ,"Danışma https://www.drgurayaydin.com/akademi
Koçluklar https://www.drgurayaydin.com/programlar

Kendinize en uygun supplementleri GURAY10 indirim kodu ile https://www.proteinocean.com 'dan alabilirsiniz!

Kullandığım Supplemetler
antrenman öncesi https://proteinocean.com/preworkout
yağ yakıcı https://proteinocean.com/burner
uyku desteği https://proteinocean.com/deep-sleep
protein tozu https://proteinocean.com/whey-isolate
kreatin https://proteinocean.com/creatine
odaklanma ve çalışma https://proteinocean.com/ultra-mind
recovery desteği https://proteinocean.com/relax
sebze ve prebiyotik https://proteinocean.com/greens-superfoods
anti-aging https://proteinocean.com/nmn
eklem sağlığı https://proteinocean.com/glucosamine

vitaminler ve koruyucular
https://proteinocean.com/flava-omega3
https://proteinocean.com/mag-bisglisinate
karaciğer https://proteinocean.com/liver
böbrek https://proteinocean.com/kidney

Videodaki bilgiler, sadece bilgilendirme amaçlı sağlanmaktadır. Kanal Sahibi, videoda verilen bilgilerin tek başına bir sağlık durumunu veya bir sağlık sorununu teşhis veya tedavi etmek için kullanılmasını tavsiye etmez ve/veya bundan sorumlu tutulamaz.
Hastalıklar ve tedavi alanları hakkında konusunda uzman kişilerin; kişisel kanı, deneyim ve görüşlerini içeren bilgiler yer almakta fakat teşhis ve tedavi yönlendirmesi yapılmamaktadır, hiçbir bilgi bu şekilde algılanmamalıdır. 
Videoda yer alan bilgiler bir hekime danışmanın yerine geçmez.",2024-12-05 13:56:22+00,false,false,FitQT_Q1piQ,,,https://i.ytimg.com/vi/FitQT_Q1piQ/maxresdefault.jpg,2025-03-01 10:18:40.73332+00,false
4e960004-d486-468b-ac35-c08afeecc5fb,273f8114-8dab-4186-9c35-2aacf93b38d1,Tesla's biggest fan on Wall Street says worries over Elon Musk's politics are overblown,https://qz.com/tesla-stock-market-cap-trump-politics-elon-musk-wedbush-1851768370,,2025-03-07 14:56:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
4f06692a-3e60-479e-b6e8-b55e149d04a7,273f8114-8dab-4186-9c35-2aacf93b38d1,Papa John's is beating Domino's in the pizza wars,https://qz.com/papa-johns-q4-earnings-dominos-trump-tariffs-cheese-1851766785,,2025-02-27 17:20:05+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
4fd300e3-3b96-469a-8073-298215fb9e33,273f8114-8dab-4186-9c35-2aacf93b38d1,"Microsoft's new agents, Anthropic's $3.5 billion, and a new startup: This week's AI launches",https://qz.com/microsoft-agents-ai-assistant-anthropic-funding-startup-1851768550,,2025-03-08 10:00:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
4feb0240-1142-4b6f-9e72-03e6ed4e6dd0,273f8114-8dab-4186-9c35-2aacf93b38d1,Eli Lilly comes for knockoff weight loss drugs in new ad campaign,https://qz.com/eli-lilly-ad-campaign-weight-loss-drugs-1851767079,,2025-02-28 19:06:00+00,false,false,,,,,2025-02-28 23:14:32.866096+00,false
505b81d8-2e06-4d04-8120-f52614a51c56,188992d0-7d48-4120-987b-87477bf511a2,NPC VS'Sİ - BU HAFTA HERKES OYUNCU | LOL YAYIN ANLARI 105,https://www.youtube.com/watch?v=BZpjkFYEJKY,"LOL Yayın Anları derlemesinin yeni bölümüne hoş geldiniz! İzlediğiniz için teşekkürler, abone olmayı unutmayınız...
Telif hakkı ve kaldırtmak istediğiniz içerikler için ; afeliosskk@gmail.com
En uygun, en hızlı RP'nin adresi : https://www.sonteklif.com/yayinci/Afelioss #İşbirliği #Reklam #Sponsor 
Discord, klip paylaşımı ve sohbet için; https://discord.gg/fAzUaR9fcE
Instagram: https://www.instagram.com/afelioss/
Twitter: https://x.com/azizafelioss

Intro: https://youtu.be/4R8EDBkjcZQ?si=S_1vDcaOoZivfF9h
Outro: https://www.youtube.com/watch?v=vD3CcxkZwbY

00:00 Closer
00:48 Intro
00:52 Bolulu
01:35 Crystal
02:09 Fabfab
02:30 Hansuo
03:05 Larsahan
03:30 Malkoç
04:30 Naru
04:48 osman123
05:10 Revanche
05:45 Stansfield
06:25 Zeitnot
07:27 Archelaus
07:45 Closer
08:51 Bolulu
09:23 Crystal
09:47 Fabfab
10:12 Hansuo
10:55 Larsahan
11:09 Malkoç
11:43 Naru
12:24 Revanche
12:46 Stansfield
13:05 Zedxsmurf
13:26 Zeitnot
14:09 Bolulu
14:24 Crystal
14:42 osman123
15:04 Outro
15:17 A'a benzetiyor bak
16:15 Teşekkürler
16:23 Armut?


































































#zeitnot
#leagueoflegends 
#leagueoflegendstürkiye 
#loltr 
#loltürkiye 
#lolvideoları
#lillia 
#lolmontage 
#loloynanış 
#lolplays 
#lolclips 
#esports 
#outplayed 
#lolrage 
#holyphoenixlol 
#zedxsmurf 
#gosu 
#crystal
#closer 
#uthenera
#naru
#ebonivonizliyor 
#archelaus 

Intro ve outro için ilham aldığım kanal ;  @hmmcik",2025-02-11 14:06:03+00,false,false,BZpjkFYEJKY,,,https://i.ytimg.com/vi/BZpjkFYEJKY/mqdefault.jpg,2025-03-01 09:51:04.62904+00,false
51ec6fe0-ca2b-4164-baca-a3f670ad8e25,273f8114-8dab-4186-9c35-2aacf93b38d1,"Amazon's AI dubs, Google's Gemini Live update, and TSMC's $100 billion: AI news roundup",https://qz.com/tsmc-chips-us-amazon-prime-ai-google-gemini-chatbot-1851768151,,2025-03-07 10:00:00+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
526417af-6cc0-4209-97e3-4fb590dd0025,273f8114-8dab-4186-9c35-2aacf93b38d1,A big Target boycott starts today. Here's what to expect,https://qz.com/target-boycott-starts-today-heres-what-to-expect-1851767989,,2025-03-06 14:34:48+00,false,false,,,,,2025-03-08 18:51:01.509897+00,false
